station_name	time_arrive	time_depart
Kalutara South		38700
Kalutara North	38940	39000
Train Halt 01	39300	39360
Wadduwa	39660	39720
Pinwatte	39960	40020
Panadura	40260	40320
Egoda Uyana	40620	40680
Koralawella	40800	40860
Moratuwa	41040	41100
Lunawa	41280	41340
Angulana	41460	41520
Ratmalana	41640	41700
Mount Lavinia	41880	41940
Dehiwala	42120	42180
Wellawatta	42420	42480
Bambalapitiya	42660	42720
Kollupitiya	42900	42960
Kompannavediya	43080	43140
Secretartat Halt	43260	43320
Colombo Fort	43440	43560
Maradana	43800	
