station_name	time_arrive	time_depart
Maradana		71100
Colombo Fort	71340	71400
Kompannavediya	71580	71640
Kollupitiya	71760	71820
Bambalapitiya	72000	72060
Wellawatta	72240	72300
Dehiwala	72540	72600
Mount Lavinia	72780	72840
Ratmalana	73020	73080
Angulana	73200	73260
Lunawa	73380	73440
Moratuwa	73620	73680
Koralawella	73860	73920
Egoda Uyana	74040	74100
Panadura	74400	74460
Pinwatte	74700	74760
Wadduwa	75000	75060
Train Halt 01	75360	75420
Kalutara North	75720	75780
Kalutara South	76020	76080
Katukurunda	76320	76380
Payagala North	76620	76680
Payagala South	76800	76860
Maggona	77040	77100
Hettimulla	77700	77760
Aluthgama	78000	
