station_name	time_arrive	time_depart
Colombo Fort		38100
Ragama	39360	39420
Gampaha	40140	40200
Veyangoda	40920	40980
Mirigama	41700	41760
Ambeypussa	42060	42120
Buthgamuwa	42480	42540
Alawwa	42660	42720
Polgahawela	43140	43200
Panaleeya	43440	43500
Tismalpola	43680	43740
Yatagama	43920	43980
Rambukkana	44280	44460
Kadigamuwa	45180	45240
Gangoda	45600	45660
Ihalakotte	46020	46080
Balana	46800	46860
Kadugannawa	47460	48000
Pilimatalawa	48420	48480
Peradeniya	49200	49260
Sarasaviuyana	49440	49500
Kandy	49920	50400
Asgiriya	50580	50640
Mahaiyawa	50820	50880
Katugastota     Road	51000	51060
Mavilmada	51300	51360
Katugastota	51660	51720
Palle Talavinna	51900	51960
Udatalawinna	52140	52200
Meegammana	52440	52500
Yatirawana	52680	52740
Wattegama	52920	52980
Yatawara	53280	53340
Pathanpha	53580	53640
Marakona	54000	54060
Udaththawala	54180	54240
Ukuwela	54360	54420
Tawalanoya	54600	54660
Elwala	54840	54900
Matale	55380	
