station_name	time_arrive	time_depart
Kosgama		35100
Arapathgama	35280	35340
Kadugoda	35520	35580
Waga	35820	35880
Morakele	36120	36180
Gammana	36300	36360
Pinnawala	36540	36600
Uggalla	36720	36780
Angampitiya	36900	36960
Arukkuwatte	37080	37140
Padukka	37320	37500
Liyanwala	37680	37740
Wataraka	37860	37920
Meegoda	38100	38160
Godagama	38400	38460
Panagoda	38640	38700
Homagama	38880	38940
Homagama Hospital	39060	39120
Malapalle	39360	39420
Kottawa	39600	39660
Pannipitiya	39900	39960
Kandy		42600
