station_name	time_arrive	time_depart
Negombo		66900
Kurana	67200	67260
Katunayake	67500	67560
Free Trade Zone	67680	67740
Liyanagemulla	67860	67920
Seeduwa	68100	68160
Alawatupitiya	68340	68400
Kudahakapola	68520	68580
Tudella	68700	68760
Ja-ela	68940	69000
Kapuwatte	69120	69180
Kandana	69300	69360
Peralanda	69540	69600
Ragama	69780	69840
Horape	69960	70020
Enderamulla	70200	70260
Hunupitiya	70380	70440
Wanawasala	70620	70680
Kelaniya	70860	70920
Dematagoda	71160	71220
Colombo Fort	71700	
