station_name	time_arrive	time_depart
Enderamulla	77280	77340
Hunupitiya	77520	77580
Wanawasala	77760	77820
Kelaniya	78060	78120
Nooranagar		60000
Puttalam	60300	60360
Thilladiya	60480	60540
Palavi	60840	60900
Erukkalam Pendu	61080	61140
Madurankuliya	61500	61560
Mangalaeliya	61920	61980
Mundal	62580	62700
Pulachchikulam	63000	63060
Battaluoya	63180	63240
Anawilundawa	63600	63660
Arachchikattuwa	63900	63960
Bangadeniya	64080	64140
Manuwangama	64560	64620
Chilaw	64860	65100
Sawarana	65340	65400
Kakkapalliya	65580	65640
Madampe	66300	66600
Nelumpokuna	66780	66840
Kuda Wawa	67080	67200
Walahapitiya	68520	68580
Lunuwila	68760	69540
Nattandiya	68820	69480
Tummodara	69720	69780
Borelessa	69840	69900
Bolawatte	70800	71400
Waikkala	71580	71640
Kochchikade	71880	71940
Kattuwa	72180	72240
Negombo	72540	72600
Kurana	72900	72960
Katunayake	73500	73620
Seeduwa	73800	73860
Free Trade Zone	73800	73860
Liyanagemulla	74040	74100
Alawatupitiya	74040	74100
Ja-ela	74640	74700
Kudahakapola	74820	74880
Kandana	75000	75060
Tudella	75060	75120
Ragama	75480	75540
Kapuwatte	75600	75660
Peralanda	76140	76200
Dematagoda	76380	76440
Horape	76980	77040
Colombo Fort	77160	
