station_name	time_arrive	time_depart
Anuradhapura		18900
Mihintale Junction	19140	19200
Saliyapura	19560	19620
Parasangahawewa	20220	20280
Siyabalangamuwa	20520	20580
Medagama	20820	20880
Viralmurippuwa	21300	21360
Kosgama		56400
Arapathgama	56640	56700
Kadugoda	56880	56940
Waga	57180	57240
Morakele	57600	57660
Gammana	57780	57840
Pinnawala	58020	58080
Uggalla	58200	58260
Angampitiya	58380	58440
Arukkuwatte	58560	58620
Padukka	58800	58920
Liyanwala	59100	59160
Wataraka	59280	59340
Meegoda	59520	59580
Godagama	59820	59880
Homagama	60300	
