station_name	time_arrive	time_depart
Alawwa	62940	63000
Yattalgoda	63480	63540
Ambeypussa	63780	63840
Botale	63960	64020
Veyangoda	65160	65220
Polgahawela		65880
Wlakubura	66180	66240
Buthgamuwa	66900	66960
Ragama	67080	67140
Dematagoda	67920	67980
Wilwatte	68040	68100
Mirigama	68340	69420
Wijayarajadahana	69600	69660
Ganegoda	69780	69840
Pallewala	70020	70080
Keenawala	70320	70380
Wandurawa	70560	70620
Heendeniya	70980	71040
Magalegoda	71160	71220
Bemmulla	71460	71520
Daraluwa	71760	71820
Gampaha	72060	72120
Yagoda	72300	72360
Ganemulla	72600	72660
Bulugahagoda	72780	72840
Batuwatte	73020	73080
Walpola	73200	73260
Hunupitiya	74040	74100
Kelaniya	74400	74460
Colombo Fort	75240	
