station_name	time_arrive	time_depart
Polgahawela		65400
Wlakubura	65640	65700
Alawwa	65940	66000
Buthgamuwa	66240	66300
Yattalgoda	66480	66540
Ambeypussa	66780	66840
Botale	66960	67020
Wilwatte	67140	67200
Mirigama	67380	67440
Wijayarajadahana	67560	67620
Ganegoda	67740	67800
Pallewala	67920	67980
Keenawala	68160	68220
Wandurawa	68340	68400
Veyangoda	68520	68580
Heendeniya	68760	68820
Magalegoda	68940	69000
Bemmulla	69180	69240
Daraluwa	69420	69480
Gampaha	69660	70260
Yagoda	70380	70440
Ganemulla	70620	70680
Bulugahagoda	70800	70860
Batuwatte	70980	71040
Walpola	71160	71340
Ragama	71400	71640
Hunupitiya	72060	72120
Kelaniya	72480	72540
Dematagoda	72720	72780
Colombo Fort	73200	
