station_name	time_arrive	time_depart
Avissawella		23400
Puwakpitiya	23940	24000
Hingurala	24240	24300
Kosgama	24720	24780
Arapathgama	24960	25020
Kadugoda	25260	25320
Waga	25560	25620
Morakele	25860	25920
Gammana	26040	26100
Pinnawala	26280	26340
Uggalla	26460	26520
Angampitiya	26640	26700
Arukkuwatte	26820	26880
Padukka	27060	27120
Wataraka	27480	27540
Meegoda	27720	27780
Godagama	28020	28080
Panagoda	28260	28320
Homagama	28500	28560
Homagama Hospital	28680	28740
Malapalle	28980	29040
Kottawa	29220	29280
Pannipitiya	29520	29580
Maharagama	29880	29940
Nawinna	30060	30120
Udhamulla	30300	30360
Pangiriwatta	30480	30540
Nugegoda	30720	30780
Kirulapana	30840	30900
Baseline Road	31140	31200
Narahenpita	31320	31380
Cotta Road	31500	31560
Colombo Fort	31800	
