station_name	time_arrive	time_depart
Colombo Fort		36600
Maradana	36840	36900
Dematagoda	37080	37140
Kelaniya	37380	37440
Wanawasala	37560	37620
Hunupitiya	37740	37800
Enderamulla	37920	37980
Horape	38160	38220
Ragama	38340	38400
Walpola	38580	38640
Batuwatte	38760	38820
Bulugahagoda	38940	39000
Ganemulla	39120	39180
Yagoda	39360	39420
Gampaha	39540	39600
Daraluwa	39780	39840
Bemmulla	40020	40080
Magalegoda	40260	40320
Heendeniya	40440	40500
Veyangoda	40680	41100
Wandurawa	41220	41280
Keenawala	41400	41460
Pallewala	41640	41700
Ganegoda	41820	41880
Wijayarajadahana	42000	42060
Mirigama	42180	42240
Wilwatte	42420	42480
Botale	42600	42660
Ambeypussa	42780	42840
Yattalgoda	43080	43140
Buthgamuwa	43320	43380
Alawwa	43620	43680
Wlakubura	43920	43980
Polgahawela	44220	44280
Panaleeya	44520	44580
Tismalpola	44820	44880
Yatagama	45060	45120
Rambukkana	45420	
