station_name	time_arrive	time_depart
Kandy	50100	50400
Asgiriya	50580	50640
Mahaiyawa	50760	50820
Katugastota     Road	50940	51000
Mavilmada	51180	51240
Katugastota	51420	51480
Palle Talavinna	51660	51720
Udatalawinna	51900	51960
Meegammana	52200	52260
Yatirawana	52440	52500
Wattegama	52620	52680
Yatawara	52980	53040
Pathanpha	53220	53280
Marakona	53640	53700
Udaththawala	53820	53880
Ukuwela	54000	54060
Tawalanoya	54240	54300
Elwala	54480	54540
Kohombiliwala	55080	55140
Matale	55380	
