station_name	time_arrive	time_depart
Colombo Fort		74700
Maradana	74940	75000
Dematagoda	75180	75240
Kelaniya	75480	75540
Wanawasala	75660	75720
Hunupitiya	75840	75900
Enderamulla	76020	76080
Horape	76260	76320
Ragama	76440	76920
Walpola	77100	77160
Batuwatte	77280	77340
Bulugahagoda	77460	77520
Ganemulla	77640	77700
Yagoda	77880	77940
Gampaha	78060	78120
Daraluwa	78300	78360
Magalegoda	78780	78840
Heendeniya	78960	79020
Veyangoda	79200	79260
Wandurawa	79380	79440
Keenawala	79560	79620
Pallewala	79800	79860
Ganegoda	79980	80040
Wijayarajadahana	80160	80220
Mirigama	80340	80400
Wilwatte	80580	80640
Botale	80760	80820
Ambeypussa	80940	81000
Yattalgoda	81240	81300
Buthgamuwa	81480	81540
Wlakubura	81660	81720
Alawwa	81780	81840
Polgahawela	81960	
