station_name	time_arrive	time_depart
Jaffna		30000
Navatkuli	30300	30360
Chavakachcheri	30720	30780
Kodikamam	31080	31140
Pallai	31740	31800
Eliphant Pass	32520	32580
Paranthan	32940	33000
Kilinochchi	33300	33420
Murikandy	34080	34140
Mankulam	34860	34920
Puliyankulam	35820	35880
Omanthai	36420	37200
Vavuniya	37920	38040
Medawachchiya	39480	39540
Parasangahawewa	40380	40440
Anuradhapura		42900
Talawa	43980	44040
Thambuttegama	44700	44760
Senarathgama	45360	45420
Galgamuwa	46200	46560
Abanpola	47220	47280
Maho	48120	48240
Nagollagama	48780	48840
Ganewatte	49560	50100
Wellawa	50820	50880
Kurunegala	51480	51600
Potuhera	52320	52380
Polgahawela	53220	53400
Veyangoda	55320	55440
Gampaha	56040	56100
Ragama	56760	56880
Colombo Fort	59100	
