station_name	time_arrive	time_depart
Puwakpitiya	67980	68040
Colombo Fort		59700
Maradana	59940	60000
Baseline Road	60240	60300
Cotta Road	60480	60540
Narahenpita	60780	60840
Kirulapana	61080	61140
Nugegoda	61380	61440
Pangiriwatta	61620	61680
Udhamulla	61800	61860
Nawinna	62040	62100
Maharagama	62220	62280
Pannipitiya	62580	62640
Kottawa	62880	62940
Malapalle	63120	63180
Homagama Hospital	63420	63480
Homagama	63600	63660
Panagoda	63840	63900
Godagama	64080	64140
Meegoda	64380	64440
Wataraka	64620	64680
Liyanwala	64860	64920
Padukka	65100	65160
Angampitiya	65460	65520
Uggalla	65640	65700
Pinnawala	65820	65880
Gammana	66060	66120
Morakele	66240	66300
Waga	66540	66600
Kosgama	66600	66720
Kadugoda	66840	66900
Avissawella	67680	
