station_name	time_arrive	time_depart
Colombo Fort		78300
Maradana	78540	78600
Dematagoda	78780	78840
Kelaniya	79080	79140
Wanawasala	79320	79380
Hunupitiya	79560	79620
Enderamulla	79740	79800
Horape	79980	80040
Ragama	80160	80220
Walpola	80400	80460
Batuwatte	80580	80640
Bulugahagoda	80760	80820
Ganemulla	81000	81060
Gampaha	81480	81540
Daraluwa	81720	81780
Heendeniya	82380	82440
Veyangoda	82620	82680
Wandurawa	82800	82860
Keenawala	82980	83040
Pallewala	83220	83280
Ganegoda	83400	83460
Wijayarajadahana	83580	83640
Mirigama	83820	
