station_name	time_arrive	time_depart
Colombo Fort		66900
Maradana	67140	67260
Dematagoda	67440	67500
Kelaniya	67740	67800
Ragama	68340	68460
Walpola	68700	68760
Batuwatte	68880	68940
Bulugahagoda	69060	69120
Ganemulla	69300	69360
Gampaha	69360	69480
Daraluwa	70080	70140
Veyangoda	70200	70320
Wandurawa	70440	70500
Heendeniya	70740	70800
Pallewala	70860	70920
Wijayarajadahana	71220	71280
Mirigama	71400	71460
Keenawala	71520	71580
Wilwatte	71640	71700
Ganegoda	71940	72000
Ambeypussa	72000	72360
Yattalgoda	72600	72660
Botale	72720	72780
Alawwa	73140	73200
Buthgamuwa	73440	73500
Wlakubura	73440	73500
Polgahawela	73740	73800
Panaleeya	74040	74100
Tismalpola	74340	74400
Yatagama	74580	74640
Rambukkana	74940	
