station_name	time_arrive	time_depart
Colombo Fort		20460
Maradana	20700	20760
Dematagoda	20940	21000
Kelaniya	21240	21300
Wanawasala	21480	21540
Hunupitiya	21720	21780
Enderamulla	21900	21960
Horape	22140	22200
Ragama	22320	22380
Peralanda	22560	22620
Kandana	22800	22860
Kapuwatte	22980	23040
Ja-ela	23160	23220
Tudella	23400	23460
Kudahakapola	23580	23640
Alawatupitiya	23760	23820
Seeduwa	24000	24060
Liyanagemulla	24180	24240
Free Trade Zone	24360	24420
Katunayake	24540	24600
Kurana	24840	24960
Negombo	25260	25980
Kattuwa	26280	26340
Kochchikade	26580	26640
Waikkala	26760	26820
Bolawatte	27000	27060
Borelessa	27300	27360
Lunuwila	27660	27720
Tummodara	28140	28200
Nattandiya	28440	28500
Walahapitiya	28740	28800
Kuda Wawa	29040	29100
Nelumpokuna	29340	29400
Madampe	29520	29580
Kakkapalliya	29940	30000
Sawarana	30180	30240
Chilaw	30480	
