station_name	time_arrive	time_depart
Kandy		12600
Sarasaviuyana	13200	13260
Peradeniya	13560	13620
Koshinna	13860	13920
Gelioya	14160	14220
Gampola	15120	15480
Tembligala	16080	16140
Ulapane	16740	16800
Nawalapitiya	17820	19500
Inguruoya	20400	20460
Galaboda	21360	21480
Watawala	22800	22860
Ihalawatawala	23220	23280
Rosella	23940	24000
Hatton	25020	25920
Kotagala	26760	27120
Dec	27720	27780
Talawakele	28200	28320
Watagoda	29460	29580
Great Western	30480	30540
Radella	31320	31380
Nanuoya	32040	33480
Perakumpura	34140	34200
Ambewela	35460	35580
Pattipola	36060	37380
Ohiya	38340	39960
Idalgasinna	41220	41400
Haputale	42420	44100
Diyatalawa	44700	44820
Bandarawela	45660	46200
Kinigama	46620	46680
Heel Oya	47280	47340
Kital Elle	47880	47940
Elle	48240	48360
Uduwara	48240	48300
Haliela	48840	48900
Demodara	49320	49380
Badulla	49980	
