station_name	time_arrive	time_depart
Secretartat Halt		0
Aluthgama		25200
Hettimulla	25440	25500
Beruwala	25740	25800
Maggona	26100	26160
Payagala South	26340	26400
Payagala North	26580	26640
Katukurunda	26880	26940
Kalutara South	27180	27240
Kalutara North	27480	27540
Train Halt 01	27780	27840
Wadduwa	28140	28200
Pinwatte	28440	28500
Panadura	28800	28860
Egoda Uyana	29220	29280
Koralawella	29460	29520
Moratuwa	29820	29880
Mount Lavinia	30480	31020
Bambalapitiya	31680	31740
Kollupitiya	31920	31980
Kompannavediya	33600	33660
Colombo Fort	33840	33900
Maradana	34200	
