station_name	time_arrive	time_depart
Kankesanthurai		19800
Mavittapuram	19920	19980
Tellipallai	20100	20160
Mallakam	20280	20340
Chunnakam	20520	20640
Inuvil	20760	20820
Kondavil	20940	21000
Kokuvil	21120	21180
Jaffna	21360	22200
Navatkuli	22500	22560
Chavakachcheri	22860	22920
Kodikamam	23220	23280
Pallai	23880	23940
Kilinochchi	25380	25500
Mankulam	26940	27000
Vavuniya	29220	29400
Medawachchiya	30900	31020
Anuradhapura	32520	33300
Senarathgama	35520	35820
Galgamuwa	36420	36480
Maho	37800	37920
Kurunegala	40200	40800
Polgahawela	42360	42480
Gampaha	44940	45060
Colombo Fort	46500	
