station_name	time_arrive	time_depart
Trincomalee		68400
China Bey	69000	69120
Thampalakamam	70440	70500
Mollipatana	71280	71340
Gantalawa	71760	71820
Kantale	72360	72540
Akbopura	72960	73200
Galoya Junction	75000	76200
Habarana	77400	77460
Palugaswewa	78120	78180
Horiwiala	78540	78600
Kekirawa	79500	79620
Kalawewa	80460	80520
Aukana	80880	80940
Moragollagama	82260	82320
Konwewa	83160	83220
Maho	84300	0
Nagollagama	660	1500
Ganewatte	2460	2520
Wellawa	3360	3420
Kurunegala	4140	4260
Potuhera	5100	5160
Polgahawela	6360	6600
Mirigama	8160	8220
Veyangoda	9000	9180
Gampaha	9900	10080
Ragama	10800	10980
Colombo Fort	12600	
