station_name	time_arrive	time_depart
Badulla		64200
Haliela	65160	65280
Uduwara	65820	65880
Demodara	66720	67380
Elle	68340	68460
Kital Elle	68760	68820
Heel Oya	69360	69420
Kinigama	69960	70020
Bandarawela	70440	70920
Diyatalawa	71880	72180
Haputale	72960	73320
Idalgasinna	74340	74460
Ohiya	75780	75960
Pattipola	76980	77580
Ambewela	78120	78240
Nanuoya	80160	80580
Great Western	81660	81720
Watagoda	82500	82560
Talawakele	83580	83700
Kotagala	84720	84780
Hatton	85620	85740
Watawala	1200	1260
Galaboda	2400	2460
Inguruoya	3180	3600
Nawalapitiya	4320	4920
Ulapane	5760	5820
Gampola	6600	6660
Peradeniya	7860	8580
Kadugannawa	9600	9660
Rambukkana	12180	12360
Polgahawela	13080	13380
Veyangoda	15480	15660
Gampaha	16320	16380
Ragama	17040	17280
Colombo Fort	19020	
