station_name	time_arrive	time_depart
Matara		11700
Walgama	11880	11940
Mirissa	12360	12420
Habaraduwa	13680	13740
Galle		15000
Richmond Hill	15240	15300
Piyadigama	15420	15480
Ginthota	15600	15660
Boossa	15840	15900
Rathgama	16080	16140
Dodanduwa	16260	16320
Kumarakanda	16440	16500
Thiranagama	16620	16680
Hikkaduwa	16860	16920
Seenigama	17040	17100
Telwatte	17220	17280
Kahawa	17460	17520
Akurala	17640	17700
Madampagama	17880	17940
Ambalangoda	18120	18180
Kandegoda	18300	18360
Andadola	18480	18540
Balapitiya	18660	18720
Patagamgoda	18900	18960
Ahungalle	19080	19140
Piyagama	19260	19320
Kosgoda	19440	19500
Mha Induruwa	19740	19800
Induruwa	19980	20040
Bentota	20280	20340
Aluthgama	20460	20520
Beruwala	20880	20940
Hettimulla	21240	21300
Payagala South	21300	21360
Payagala North	21480	21540
Maggona	21720	21780
Katukurunda	21720	21780
Kalutara South	22020	22080
Kalutara North	22320	22380
Wadduwa	22800	22860
Train Halt 01	23160	23220
Panadura	23280	23340
Egoda Uyana	23640	23700
Pinwatte	23820	23880
Koralawella	23880	23940
Moratuwa	24180	24240
Lunawa	24420	24480
Angulana	24660	24720
Ratmalana	24900	24960
Mount Lavinia	25140	25200
Dehiwala	25380	25440
Wellawatta	25680	25740
Bambalapitiya	25920	25980
Kollupitiya	26160	26220
Kompannavediya	27180	27300
Secretartat Halt	27420	27480
Colombo Fort	27600	27660
Maradana	27900	
