station_name	time_arrive	time_depart
Maradana		66300
Colombo Fort	66600	66900
Secretartat Halt	67020	67080
Kompannavediya	67200	67260
Kollupitiya	67440	67500
Bambalapitiya	67680	67740
Wellawatta	67980	68040
Dehiwala	68340	68400
Mount Lavinia	68640	68700
Ratmalana	68940	69000
Angulana	69180	69240
Lunawa	69420	69480
Moratuwa	69660	69780
Koralawella	70020	70080
Egoda Uyana	70260	70320
Panadura	70680	70800
Pinwatte	71100	71160
Wadduwa	71460	71520
Train Halt 01	71820	71880
Kalutara North	72180	72240
Kalutara South	72480	72540
Katukurunda	72840	72900
Payagala North	73200	73260
Payagala South	73440	73500
Maggona	73680	73740
Hettimulla	74340	74400
Aluthgama	74700	
