station_name	time_arrive	time_depart
Hettimulla	67560	67620
Maradana		60300
Colombo Fort	60540	60600
Secretartat Halt	60720	60780
Kompannavediya	60900	60960
Kollupitiya	61080	61140
Bambalapitiya	61320	61380
Wellawatta	61560	61620
Dehiwala	61860	61920
Mount Lavinia	62100	62160
Ratmalana	62280	62340
Angulana	62460	62520
Lunawa	62640	62700
Moratuwa	62700	62760
Koralawella	63120	63180
Panadura	63240	63300
Egoda Uyana	63300	63360
Pinwatte	63540	63600
Wadduwa	63840	64140
Train Halt 01	64380	64440
Kalutara North	64680	64740
Kalutara South	64980	65040
Katukurunda	65220	65280
Payagala North	65520	65580
Payagala South	65700	65760
Maggona	65940	66000
Beruwala	66240	66300
Aluthgama	66840	
