station_name	time_arrive	time_depart
Colombo Fort		12300
Maradana		12600
Dematagoda	12780	12840
Kelaniya	13080	13140
Wanawasala	13320	13380
Hunupitiya	13560	13620
Enderamulla	13740	13800
Horape	13980	14040
Ragama	14160	14220
Walpola	14400	14460
Batuwatte	14580	14640
Bulugahagoda	14760	14820
Ganemulla	15000	15060
Yagoda	15240	15300
Gampaha	15480	15540
Daraluwa	15720	15780
Bemmulla	15960	16020
Magalegoda	16200	16260
Heendeniya	16380	16440
Veyangoda	16620	16680
Wandurawa	16800	16860
Keenawala	16980	17040
Pallewala	17220	17280
Ganegoda	17400	17460
Wijayarajadahana	17580	17640
Mirigama	17820	17880
Wilwatte	18060	18120
Botale	18240	18300
Ambeypussa	18420	18480
Yattalgoda	18720	18780
Buthgamuwa	18960	19020
Alawwa	19260	19320
Wlakubura	19560	19620
Polgahawela	19860	19860
