station_name	time_arrive	time_depart
Colombo Fort		34800
Ragama	36000	36060
Gampaha	36660	36720
Polgahawela	39540	40200
Potuhera	41160	41580
Kurunegala	42300	42360
Wellawa	43020	44160
Ganewatte	44820	44880
Nagollagama	45600	45840
Maho	46380	46440
Abanpola	47220	47280
Galgamuwa	47940	48000
Senarathgama	48720	48780
Thambuttegama	49440	49500
Talawa	50220	50280
Srawasthipura	50880	51240
Anuradhapura Town	51540	51600
Anuradhapura	52560	54600
Parasangahawewa	55680	55740
Vavuniya	58980	59040
Omanthai	59640	59700
Puliyankulam	60240	60300
Mankulam	61140	61200
Kilinochchi	62760	62820
Eliphant Pass	63660	63720
Chavakachcheri	65460	65520
Navatkuli	65940	66000
Jaffna	67200	
