station_name	time_arrive	time_depart
Colombo Fort		42600
Gampaha	44340	44400
Polgahawela	46860	46920
Kurunegala	48540	48600
Maho	51240	51360
Galgamuwa	52740	52800
Anuradhapura	55740	56100
Medawachchiya	57660	57720
Vavuniya	58980	59100
Mankulam	61140	61200
Kilinochchi	62580	62640
Pallai	64020	64080
Kodikamam	64680	64740
Jaffna	65700	65880
Kokuvil	66060	66120
Kondavil	66240	66600
Inuvil	66720	66780
Chunnakam	66900	66960
Mallakam	67080	67140
Tellipallai	67260	67320
Mavittapuram	67440	67500
Kankesanthurai	67620	
