station_name	time_arrive	time_depart
Colombo Fort		16800
Maradana	17040	17100
Dematagoda	17280	17340
Kelaniya	17580	17640
Wanawasala	17760	17820
Hunupitiya	17940	18000
Enderamulla	18120	18180
Horape	18360	18420
Ragama	18540	18600
Walpola	18780	18840
Batuwatte	18960	19020
Bulugahagoda	19140	19200
Ganemulla	19320	19380
Gampaha	19740	19800
Daraluwa	19980	20040
Heendeniya	20640	20700
Veyangoda	20880	20940
Wandurawa	21060	21120
Keenawala	21240	21300
Pallewala	21480	21540
Ganegoda	21660	21720
Wijayarajadahana	21840	21900
Mirigama	22020	22080
Wilwatte	22260	22320
Botale	22440	22500
Ambeypussa	22620	22680
Yattalgoda	22920	22980
Buthgamuwa	23160	23220
Alawwa	23460	23520
Wlakubura	23760	23820
Polgahawela	24060	24120
Panaleeya	24360	24420
Tismalpola	24660	24720
Yatagama	24900	24960
Rambukkana	25260	
