station_name	time_arrive	time_depart
Maho		22320
Yapahuwa	22800	22860
Konwewa	23520	23580
Ranamuggamuwa	24120	24180
Moragollagama	24540	24600
Siyalangamuwa	25080	25140
Negama	25620	25680
Aukana	26100	26160
Kalawewa	26520	26640
Ihalagama	27180	27240
Kekirawa	27600	27720
Horiwiala	28620	28680
Palugaswewa	29040	29100
Habarana	29760	29820
Hataras Kotuwa	30720	30780
Galoya Junction	31140	33660
Minneriya	34500	34560
Hingurakgoda	35160	35280
Hatamuna	35640	35700
Jayanthipura	36000	36060
Laksauyana	36300	36360
Parakumpura	36660	36720
Polonnaruwa	37140	37800
Gallella	38220	38280
Manampitiya	38760	38820
Sevanapitiya	39600	39660
Welikanda	40440	40560
Redeethenna	41460	41520
Punani	42120	42180
Kadadasi Nagar	43320	43380
Valachchenei	43740	43860
Kalkudah	44220	44280
Dewapuram	44400	44460
Vandaramullai	45420	45480
Eravur	45900	46020
Batticaloa	46800	
