station_name	time_arrive	time_depart
Colombo Fort		73200
Maradana	73440	73500
Dematagoda	73680	73740
Kelaniya	73980	74040
Wanawasala	74220	74280
Hunupitiya	74460	74520
Enderamulla	74640	74700
Horape	74880	74940
Ragama	75060	75120
Peralanda	75300	75360
Kandana	75540	75600
Kapuwatte	75720	75780
Ja-ela	75900	75960
Tudella	76140	76200
Kudahakapola	76320	76380
Alawatupitiya	76500	76560
Seeduwa	76740	76800
Liyanagemulla	76980	77040
Free Trade Zone	77160	77220
Katunayake	77340	77400
Kurana	77640	77700
Negombo	78000	78060
Kattuwa	78360	78420
Kochchikade	78660	78720
Waikkala	78840	78900
Bolawatte	79080	79140
Borelessa	79380	79440
Lunuwila	79740	79800
Tummodara	80220	80280
Nattandiya	80520	80580
Walahapitiya	80820	80880
Kuda Wawa	81120	81180
Nelumpokuna	81420	81480
Madampe	81600	81660
Kakkapalliya	82020	82080
Sawarana	82260	82320
Chilaw	82560	
