station_name	time_arrive	time_depart
Meddegama		66000
Muththettugala	66840	66900
Maraluwewa		0
Maho	57000	60000
Walaswewa		60300
Timbiriyagedara		60600
Kurahanhenagama		60900
Nagollagama	61020	61560
Wellawa	61440	66300
Mirihanpitigama		61740
Adagala		61920
Weragala		62040
Hiriyala		62160
Uyangalla		62280
Udugodagama		62400
Thambagalla		62580
Pinnagolla		62640
Ganewatte	62820	63900
Porapola Junc.		62820
Nelumpathgama		64080
Dewedda		64200
Hadiriwalana		64380
Thuruliyagama		64500
Porapola		64560
Pahalawardhana		64740
Kurunegala	65160	
