station_name	time_arrive	time_depart
Colombo Fort		53400
Maradana	53640	53700
Dematagoda	53880	53940
Kelaniya	54180	54240
Wanawasala	54360	54420
Hunupitiya	54540	54600
Enderamulla	54720	54780
Horape	54960	55020
Ragama	55140	55500
Walpola	55680	55740
Batuwatte	55860	55920
Bulugahagoda	56040	56100
Ganemulla	56220	56280
Gampaha	56640	56700
Daraluwa	56880	56940
Heendeniya	57540	57600
Veyangoda	57780	57840
Wandurawa	57960	58020
Keenawala	58140	58200
Pallewala	58380	58440
Ganegoda	58560	58620
Wijayarajadahana	58740	58800
Mirigama	58920	59580
Wilwatte	59760	59820
Botale	59940	60000
Ambeypussa	60120	60480
Yattalgoda	60720	60780
Buthgamuwa	60960	61020
Wlakubura	60960	61020
Alawwa	61260	61320
Polgahawela	61260	
