station_name	time_arrive	time_depart
Maradana		77400
Colombo Fort	77640	77700
Kompannavediya	77880	77940
Kollupitiya	78060	78120
Bambalapitiya	78300	78360
Wellawatta	78540	78600
Dehiwala	78840	78900
Mount Lavinia	79080	79140
Ratmalana	79320	79380
Angulana	79500	79560
Lunawa	79680	79740
Moratuwa	79920	79980
Koralawella	80160	80220
Egoda Uyana	80340	80400
Panadura	80700	80760
Pinwatte	81000	81060
Wadduwa	81300	81360
Train Halt 01	81660	81720
Kalutara North	82020	82080
Kalutara South	82320	82380
Katukurunda	82620	82680
Payagala North	82920	82980
Payagala South	83100	83160
Maggona	83340	83400
