station_name	time_arrive	time_depart
Ambeypussa		26400
Botale	26520	26580
Wilwatte	26700	26760
Mirigama	26940	27000
Wijayarajadahana	27120	27180
Ganegoda	27300	27360
Pallewala	27480	27540
Keenawala	27720	27780
Wandurawa	27900	27960
Veyangoda	28080	28140
Heendeniya	28560	28620
Magalegoda	28740	28800
Bemmulla	28980	29040
Daraluwa	29220	29280
Gampaha	29460	29520
Yagoda	30120	30180
Ganemulla	30360	30420
Bulugahagoda	30540	30600
Batuwatte	30720	30780
Walpola	30900	30960
Ragama	31140	31200
Horape	31320	31380
Enderamulla	31560	31620
Hunupitiya	31740	31800
Wanawasala	31920	31980
Kelaniya	32100	32160
Dematagoda	32400	32460
Colombo Fort	33000	
