station_name	time_arrive	time_depart
Sarasaviuyana	45420	45480
Maharagama		48600
Pannipitiya	48960	49020
Kottawa	49320	49380
Malapalle	49560	49620
Homagama Hospital	49920	49980
Homagama	50160	50700
Panagoda	50880	50940
Godagama	51120	51180
Meegoda	51420	51540
Wataraka	51720	51780
Liyanwala	51900	51960
Padukka	52140	52260
Arukkuwatte	52440	52500
Angampitiya	52620	52680
Uggalla	52800	52860
Pinnawala	52980	53040
Gammana	53220	53280
Morakele	53400	53460
Waga	53700	53760
Kadugoda	54000	54060
Arapathgama	54240	54300
Kosgama	54480	
