station_name	time_arrive	time_depart
Colombo Fort		27600
Maradana	27900	27960
Dematagoda	28200	28260
Kelaniya	28560	28620
Wanawasala	28860	28920
Hunupitiya	29100	29160
Enderamulla	29340	29400
Horape	29640	29700
Ragama	29880	30180
Peralanda	30360	30420
Kandana	30660	30720
Kapuwatte	30900	30960
Ja-ela	31140	31440
Tudella	31620	31680
Kudahakapola	31800	31860
Waikkala	31860	35520
Alawatupitiya	32040	32100
Seeduwa	32280	32460
Liyanagemulla	32640	32700
Free Trade Zone	32820	32880
Katunayake	33060	33240
Kurana	33480	33660
Negombo	33960	34500
Kattuwa	34800	34860
Kochchikade	35100	35280
Bolawatte	35700	36600
Borelessa	36840	36900
Lunuwila	37200	37380
Tummodara	37800	37860
Nattandiya	38100	38280
Walahapitiya	38520	38580
Kuda Wawa	38820	38940
Nelumpokuna	39180	57240
Madampe	39420	39600
Kakkapalliya	39960	40020
Sawarana	40200	40260
Chilaw	40500	40800
Manuwangama	41220	41280
Bangadeniya	41520	41640
Arachchikattuwa	41880	41940
Anawilundawa	42180	42240
Battaluoya	42480	42540
Pulachchikulam	42780	42840
Mundal	43140	43260
Mangalaeliya	43800	43860
Madurankuliya	44220	44280
Erukkalam Pendu	44700	44760
Palavi	44880	45000
Thilladiya	45240	45300
Puttalam	45480	
