station_name	time_arrive	time_depart
Colombo Fort		82800
Maradana	83040	83100
Dematagoda	83280	83340
Kelaniya	83580	83640
Wanawasala	83760	83820
Hunupitiya	83940	84000
Enderamulla	84120	84180
Horape	84360	84420
Ragama	84540	84600
Walpola	84780	84840
Batuwatte	84960	85020
Bulugahagoda	85140	85200
Ganemulla	85320	85380
Gampaha	85740	85800
Daraluwa	85980	86040
Heendeniya	240	300
Veyangoda	480	540
Wandurawa	660	720
Keenawala	840	900
Pallewala	1080	1140
Ganegoda	1260	1320
Wijayarajadahana	1440	1500
Mirigama	1620	1680
Wilwatte	1860	1920
Botale	2040	2100
Ambeypussa	2220	2280
Yattalgoda	2520	2580
Buthgamuwa	2760	2820
Alawwa	3060	3120
Wlakubura	3360	3420
Polgahawela	3660	3720
Panaleeya	3960	4020
Tismalpola	4260	4320
Yatagama	4500	4560
Rambukkana	4860	
