station_name	time_arrive	time_depart
Rambukkana		72300
Yatagama	72600	72660
Tismalpola	72840	72900
Panaleeya	73080	73140
Polgahawela	73380	73500
Wlakubura	73740	73800
Alawwa	74040	74100
Buthgamuwa	74340	74400
Yattalgoda	74580	74640
Ambeypussa	74880	74940
Botale	75060	75120
Wilwatte	75240	75300
Mirigama	75480	75540
Wijayarajadahana	75660	75720
Ganegoda	75840	75900
Pallewala	76020	76080
Keenawala	76200	76260
Wandurawa	76380	76440
Veyangoda	76560	76620
Gampaha	77340	77400
Ganemulla	77700	77760
Ragama	78300	78360
Hunupitiya	78780	78840
Kelaniya	79140	79200
Dematagoda	79440	79500
Maradana	80100	
