station_name	time_arrive	time_depart
Polgahawela		30480
Wlakubura	30720	30780
Alawwa	31020	31080
Buthgamuwa	31320	31380
Yattalgoda	31560	31620
Ambeypussa	31860	31920
Botale	32040	32100
Wilwatte	32220	32280
Mirigama	32460	32820
Wijayarajadahana	32940	33000
Ganegoda	33120	33180
Pallewala	33300	33360
Keenawala	33540	33600
Wandurawa	33720	33780
Veyangoda	33900	33960
Heendeniya	34140	34200
Magalegoda	34320	34380
Daraluwa	34800	34860
Gampaha	35040	35400
Yagoda	35520	35580
Ganemulla	35760	35820
Bulugahagoda	35940	36000
Walpola	36300	36360
Ragama	36540	36600
Horape	36720	36780
Enderamulla	36960	37020
Wanawasala	37320	37380
Kelaniya	37500	37560
