station_name	time_arrive	time_depart
Matale		22800
Kohombiliwala	22980	23040
Elwala	23220	23280
Tawalanoya	23460	23520
Ukuwela	23700	23760
Udaththawala	23880	23940
Marakona	24060	24120
Pathanpha	24540	24600
Yatawara	24840	24900
Wattegama	25260	25320
Yatirawana	25440	25500
Meegammana	25680	25740
Udatalawinna	25980	26040
Palle Talavinna	26220	26280
Katugastota	26460	26520
Mavilmada	26700	26760
Katugastota     Road	26940	27000
Mahaiyawa	27120	27180
Asgiriya	27300	27360
Kandy	27540	28800
Sarasaviuyana	29400	29460
Peradeniya	29580	29640
Pilimatalawa	30180	30240
Kadugannawa	30660	30900
Balana	31260	32280
Rambukkana	33240	33360
Polgahawela	34020	34080
Veyangoda	35880	35940
Gampaha	36540	36600
Ragama	37260	37320
Colombo Fort	40380	
