station_name	time_arrive	time_depart
Batticaloa		22200
Eravur	23220	23940
Valachchenei	25380	25440
Punani	26820	26640
Redeethenna	27420	27480
Welikanda	28320	28380
Sevanapitiya	29040	29100
Manampitiya	29760	29820
Polonnaruwa	30600	30720
Hingurakgoda	31920	31980
Galoya Junction	33300	33540
Habarana	34800	34860
Palugaswewa	35400	35460
Horiwiala	35760	35820
Kekirawa	36780	36900
Kalawewa	37740	37800
Aukana	38160	38220
Siyalangamuwa	39060	39120
Moragollagama	39540	39600
Konwewa	40560	40620
Maho	41580	42900
Nagollagama	43560	43620
Ganewatte	44520	44580
Wellawa	45420	45480
Muththettugala	46020	46080
Kurunegala	46260	46380
Potuhera	47220	48060
Polgahawela	49140	49320
Mirigama	50700	50760
Veyangoda	51480	51600
Gampaha	52320	52440
Ragama	53160	53280
Colombo Fort	54900	
