station_name	time_arrive	time_depart
Chilaw		13800
Sawarana	14040	14100
Kakkapalliya	14280	14340
Madampe	14700	14760
Nelumpokuna	14880	14940
Kuda Wawa	15180	15240
Walahapitiya	15480	15540
Nattandiya	15780	15840
Tummodara	16080	16140
Lunuwila	16560	16620
Borelessa	16920	16980
Bolawatte	17220	17280
Waikkala	17460	17520
Kochchikade	17640	17700
Kattuwa	17940	18000
Negombo	18300	18360
Kurana	18660	18720
Katunayake	18960	19020
Free Trade Zone	19140	19200
Liyanagemulla	19320	19380
Seeduwa	19560	19620
Alawatupitiya	19800	19860
Kudahakapola	19980	20040
Tudella	20160	20220
Ja-ela	20400	20460
Kapuwatte	20580	20640
Kandana	20760	20820
Peralanda	21000	21060
Ragama	21240	21480
Horape	21600	21660
Enderamulla	21840	21900
Hunupitiya	22020	22080
Wanawasala	22260	22320
Kelaniya	22500	22560
Dematagoda	22800	22860
Maradana	23040	
