station_name	time_arrive	time_depart
Tellipallai	22080	22140
Colombo Fort		75600
Polgahawela	80460	80700
Kurunegala	82560	82680
Maho	85620	85920
Galgamuwa	1140	1200
Anuradhapura	4500	4920
Medawachchiya	7020	7080
Poonewa	7560	7620
Erattaperiyakulam	8460	8520
Vavuniya	9000	9120
Thandikulam	9360	9420
Omanthai	10200	10260
Puliyankulam	10920	10980
Mankulam	12120	12180
Murikandy	13140	13200
Kilinochchi	14040	14100
Paranthan	14460	14520
Eliphant Pass	15000	15060
Pallai	16020	16440
Eluthumattuval	16920	16980
Mirusuvil	17340	17400
Kodikamam	17640	17700
Meesalai	17940	18000
Sankathanai	18180	18240
Chavakachcheri	18420	18480
Thachanthoppu	18840	18900
Navatkuli	19080	19140
Punkankulam	19500	19560
Jaffna	19740	20100
Kokuvil	20280	20340
Kondavil	20520	21060
Inuvil	21300	21360
Mavittapuram	21480	21540
Chunnakam	21600	21660
Mallakam	21840	21900
Kankesanthurai	21900	
