station_name	time_arrive	time_depart
Colombo Fort		46200
Maradana	46440	46500
Dematagoda	46680	46740
Kelaniya	46980	47040
Wanawasala	47220	47280
Hunupitiya	47460	47520
Enderamulla	47640	47700
Horape	47880	47940
Ragama	48060	48120
Walpola	48300	48360
Batuwatte	48480	48540
Bulugahagoda	48660	48720
Ganemulla	48900	48960
Yagoda	49140	49200
Gampaha	49380	49440
Daraluwa	49620	49680
Bemmulla	49860	49920
Magalegoda	50100	50160
Heendeniya	50280	50340
Veyangoda	50520	51000
Wandurawa	51120	51180
Keenawala	51300	51360
Pallewala	51540	51600
Ganegoda	51720	51780
Wijayarajadahana	51900	51960
Mirigama	52140	52200
Wilwatte	52680	52740
Ambeypussa	52740	52800
Botale	52860	52920
Yattalgoda	53040	53100
Buthgamuwa	53280	53340
Wlakubura	53460	53520
Alawwa	53580	53640
Polgahawela	53760	
