station_name	time_arrive	time_depart
Aluthgama		19200
Hettimulla	19440	19500
Beruwala	19740	19800
Maggona	20100	20160
Payagala South	20340	20400
Payagala North	20520	20580
Katukurunda	20820	20880
Kalutara South	21120	21180
Kalutara North	21420	21480
Train Halt 01	21720	21780
Wadduwa	22080	22140
Pinwatte	22380	22440
Panadura	22740	22800
Moratuwa	23400	23460
Angulana	23700	23760
Ratmalana	23940	24000
Mount Lavinia	24240	24300
Dehiwala	24540	24600
Wellawatta	24900	24960
Bambalapitiya	25200	25260
Kollupitiya	25440	25500
Kompannavediya	26100	26160
Secretartat Halt	26280	26340
Colombo Fort	26520	26580
Maradana	26880	
