station_name	time_arrive	time_depart
Mount Lavinia		34500
Ratmalana	34680	34740
Moratuwa	35220	35280
Panadura	35880	35940
Wadduwa	36420	36480
Kalutara South	37200	37260
Katukurunda	37500	37560
Payagala North	37800	37860
Payagala South	37980	38040
Maggona	38220	38280
Beruwala	38580	38640
Hettimulla	38880	38940
Aluthgama	39180	47700
Bentota	47880	47940
Induruwa	48180	48300
Mha Induruwa	48540	48600
Kosgoda	48840	48960
Piyagama	49140	49200
Ahungalle	49320	49380
Patagamgoda	49500	49560
Balapitiya	49740	49800
Andadola	49920	49980
Kandegoda	50100	50160
Ambalangoda	50280	50640
Madampagama	50820	50880
Akurala	51060	51120
Kahawa	51240	51300
Telwatte	51480	51540
Seenigama	51660	51720
Hikkaduwa	51840	52320
Thiranagama	52500	52560
Kumarakanda	52680	52740
Dodanduwa	52920	52980
Rathgama	53100	53160
Boossa	53400	53640
Ginthota	53820	53880
Piyadigama	54060	54120
Richmond Hill	54300	54360
Galle	54600	
