station_name	time_arrive	time_depart
Ganewatte		14100
Wellawa	14700	14760
Muththettugala	15120	15180
Kurunegala	15360	15600
Nailiya	15960	16020
Potuhera	16380	16440
Talawattegedara	16980	17040
Polgahawela	17640	17700
Wlakubura	17940	18000
Alawwa	18240	18300
Buthgamuwa	18540	18600
Yattalgoda	18780	18840
Ambeypussa	19080	19140
Botale	19260	19320
Wilwatte	19440	19500
Mirigama	19680	19740
Wijayarajadahana	19860	19920
Ganegoda	20040	20100
Pallewala	20220	20280
Keenawala	20460	20520
Wandurawa	20640	20700
Veyangoda	20820	20880
Heendeniya	21060	21120
Daraluwa	21720	21780
Gampaha	21960	22020
Ganemulla	22380	22440
Bulugahagoda	22560	22620
Batuwatte	22740	22800
Walpola	22920	22980
Ragama	23160	23280
Horape	23400	23460
Enderamulla	23640	23700
Hunupitiya	23820	23880
Wanawasala	24000	24060
Kelaniya	24180	24240
Dematagoda	24480	24600
Maradana	24780	
