station_name	time_arrive	time_depart
Kurunegala		32100
Muththettugala	32340	32400
Maraluwewa		32640
Meddegama		32820
Thuruliyagama		33000
Wellawa	33240	33300
Pahalawardhana		33600
Porapola		33780
Porapola Junc.		33960
Pinnagolla		34140
Dewedda		34380
Nelumpathgama		34620
Ganewatte	34860	34920
Thambagalla		35160
Udugodagama		35340
Uyangalla		35460
Hiriyala	35580	35640
Weragala		35820
Adagala		36000
Mirihanpitigama		36120
Nagollagama	36360	36420
Kurahanhenagama		36540
Timbiriyagedara		36840
Walaswewa		37140
Maho	37500	
