station_name	time_arrive	time_depart
Aluthgama		13800
Hettimulla	14040	14100
Beruwala	14340	14400
Maggona	14700	14760
Payagala South	14940	15000
Payagala North	15120	15180
Katukurunda	15420	15480
Kalutara South	15720	15780
Kalutara North	16020	16080
Train Halt 01	16380	16440
Wadduwa	16740	16800
Pinwatte	17040	17100
Panadura	17340	17400
Egoda Uyana	17700	17760
Koralawella	17880	17940
Moratuwa	18120	18180
Lunawa	18360	18420
Angulana	18540	18600
Ratmalana	18720	18780
Mount Lavinia	18960	19020
Dehiwala	19200	19260
Wellawatta	19500	19560
Bambalapitiya	19740	19800
Kollupitiya	19980	20040
Kompannavediya	20160	20220
Colombo Fort	20400	
