station_name	time_arrive	time_depart
Maradana	56640	56700
Hunupitiya	57660	57720
Ragama	58260	58320
Kapuwatte	58920	58980
Colombo Fort		59400
Dematagoda	59880	59940
Seeduwa	59940	60000
Kelaniya	60180	60240
Wanawasala	60420	60480
Katunayake	60540	60600
Kurana	60840	60900
Enderamulla	60840	60900
Horape	61080	61140
Peralanda	61500	61560
Kandana	61740	61800
Ja-ela	62100	62580
Kochchikade	62460	62520
Tudella	62760	62820
Bolawatte	62940	63000
Kudahakapola	62940	63000
Alawatupitiya	63120	63180
Liyanagemulla	63600	63660
Free Trade Zone	63780	63840
Negombo	64620	64680
Kuda Wawa	64980	65040
Kattuwa	64980	65040
Nelumpokuna	65280	65340
Waikkala	65520	65580
Borelessa	66480	66540
Kakkapalliya	66780	66840
Lunuwila	66840	66900
Sawarana	67020	67080
Tummodara	67260	67320
Nattandiya	67500	67560
Walahapitiya	67800	67860
Madampe	68460	68520
Chilaw	69300	
