station_name	time_arrive	time_depart
Galoya Junction		12900
Minneriya	13740	13800
Hingurakgoda	14400	14880
Hatamuna	15180	15240
Jayanthipura	15540	15600
Laksauyana	15840	15900
Parakumpura	16200	16260
Polonnaruwa	16620	16680
Gallella	17100	17160
Manampitiya	17640	17700
Sevanapitiya	18300	18360
Welikanda	19020	19080
Aselapura	19440	19500
Redeethenna	19920	19980
Punani	20400	20460
Kadadasi Nagar	21540	21600
Valachchenei	21960	22020
Kalkudah	22320	22380
Dewapuram	22620	22680
Vandaramullai	23400	23460
Eravur	23820	24300
Batticaloa	24900	
