station_name	time_arrive	time_depart
Maho		39000
Walaswewa		39360
Timbiriyagedara		39660
Kurahanhenagama		39960
Nagollagama	40080	40140
Mirihanpitigama		40380
Adagala		40620
Weragala		40740
Hiriyala		40920
Uyangalla		41040
Udugodagama		41160
Thambagalla		41400
Ganewatte	41640	42540
Nelumpathgama		42720
Dewedda		42960
Porapola Junc.		43320
Pahalawardhana		43680
Wellawa	43980	44040
Meddegama		44400
Muththettugala	44700	44760
Pinnagolla		46320
Porapola		46680
Kurunegala	48060	
