station_name	time_arrive	time_depart
Batticaloa		61800
Eravur	62940	63000
Vandaramullai	63360	63420
Dewapuram	63840	63900
Kalkudah	64440	64500
Valachchenei	64860	64920
Kadadasi Nagar	65280	65340
Punani	66420	66480
Redeethenna	66900	66960
Aselapura	67380	67440
Welikanda	67800	67860
Sevanapitiya	68520	68580
Manampitiya	69180	69240
Gallella	69720	69780
Polonnaruwa	70200	71400
Parakumpura	71760	71820
Laksauyana	72120	72180
Jayanthipura	72420	72480
Hatamuna	72780	72840
Hingurakgoda	73140	73200
Minneriya	73500	73560
Galoya Junction	74460	
