station_name	time_arrive	time_depart
Richmond Hill	15480	15540
Piyadigama	15660	15720
Rathgama	16320	16380
Kumarakanda	16740	16800
Thiranagama	16920	16980
Seenigama	17340	17400
Galle		17400
Telwatte	17520	17580
Ginthota	17700	17760
Boossa	17940	18000
Akurala	17940	18000
Madampagama	18120	18180
Dodanduwa	18240	18300
Kandegoda	18660	18720
Hikkaduwa	18660	18720
Andadola	18840	18900
Kahawa	19020	19080
Patagamgoda	19200	19260
Ambalangoda	19440	19500
Piyagama	19560	19620
Balapitiya	19800	19860
Mha Induruwa	20040	20100
Ahungalle	20040	20100
Kosgoda	20280	20340
Induruwa	20340	20400
Bentota	20580	20640
Aluthgama	21000	21060
Hettimulla	21240	21300
Beruwala	21480	21540
Maggona	21720	21780
Payagala South	21960	22020
Payagala North	22140	22200
Katukurunda	22380	22440
Kalutara South	22620	22680
Kalutara North	22920	22980
Train Halt 01	23220	23280
Wadduwa	23580	23640
Pinwatte	23880	23940
Panadura	24120	24180
Egoda Uyana	24480	24540
Koralawella	24660	24720
Moratuwa	24900	24960
Lunawa	25140	25200
Angulana	25380	25440
Ratmalana	25560	25620
Mount Lavinia	25800	25860
Dehiwala	26040	26100
Wellawatta	26340	26400
Bambalapitiya	26580	26640
Kollupitiya	26820	26880
Kompannavediya	27000	27060
Secretartat Halt	27180	27240
Colombo Fort	27360	27420
Maradana	27660	
