station_name	time_arrive	time_depart
Chilaw		15600
Sawarana	15840	15900
Kakkapalliya	16080	16140
Madampe	16500	16560
Nelumpokuna	16680	16740
Kuda Wawa	16980	17040
Walahapitiya	17280	17340
Nattandiya	17580	17640
Tummodara	17880	17940
Lunuwila	18360	18420
Borelessa	18720	18780
Bolawatte	19020	19080
Waikkala	19260	19320
Kochchikade	19440	20040
Kattuwa	20280	20340
Negombo	20640	20700
Kurana	21000	21060
Katunayake	21300	21360
Free Trade Zone	21480	21540
Liyanagemulla	21660	21720
Seeduwa	21900	21960
Alawatupitiya	22140	22200
Kudahakapola	22320	22380
Tudella	22500	22560
Ja-ela	22740	22800
Kapuwatte	22920	22980
Kandana	23100	23160
Peralanda	23340	23400
Ragama	23580	23640
Horape	23760	23820
Enderamulla	24000	24060
Hunupitiya	24180	24240
Kelaniya	24360	24420
Wanawasala	24420	24480
Dematagoda	24660	24720
Colombo Fort	25500	
