station_name	time_arrive	time_depart
Galle		18000
Richmond Hill	18240	18300
Piyadigama	18420	18480
Ginthota	18600	18660
Boossa	18840	18900
Rathgama	19080	19140
Dodanduwa	19260	19320
Kumarakanda	19440	19500
Thiranagama	19620	19680
Hikkaduwa	19920	19980
Seenigama	20160	20220
Telwatte	20340	20400
Kahawa	20580	20640
Akurala	20760	20820
Madampagama	21000	21060
Ambalangoda	21240	21300
Kandegoda	21420	21480
Andadola	21600	21660
Balapitiya	21780	21840
Patagamgoda	22020	22080
Ahungalle	22200	22260
Piyagama	22380	22440
Kosgoda	22560	22620
Mha Induruwa	22860	22920
Induruwa	23100	23160
Bentota	23400	23460
Aluthgama	23580	23640
Beruwala	24000	24060
Payagala South	24360	24420
Kalutara South	24720	24780
Kalutara North	25260	25320
Wadduwa	25740	25800
Panadura	26280	26340
Ratmalana	26580	26640
Moratuwa	26880	26940
Kollupitiya	27720	27780
Kompannavediya	27720	27780
Secretartat Halt	27900	27960
Bambalapitiya	28080	28140
Colombo Fort	28080	28200
Maradana	28440	
