station_name	time_arrive	time_depart
Colombo Fort	39720	39840
Piliduwa	26160	26220
Matara	26340	26700
Walgama	26880	26940
Kamburugamuwa	27120	27180
Mirissa	27420	27480
Polwathumodara	27600	27660
Weligama	27900	28020
Kumbalgama	28200	28260
Midigama	28380	28440
Ahangama	28680	28740
Kathaluwa	28920	28980
Koggala	29100	29160
Habaraduwa	29280	29340
Thalpe	29520	30000
Unawatuna	30360	30420
Katugoda	30600	30660
Galle	31020	31800
Dodanduwa	32520	32940
Hikkaduwa	33240	33300
Ambalangoda	33900	33960
Beruwala	34800	35340
Aluthgama	35280	35640
Payagala South	36240	36300
Kalutara South	36660	36720
Panadura	37620	37680
Moratuwa	38100	38160
Bambalapitiya	38940	39000
Kollupitiya	39180	39240
Kompannavediya	39360	39420
Secretartat Halt	39540	39600
Maradana	39600	
