station_name	time_arrive	time_depart
Hingurala	67380	67440
Maradana	58440	58500
Baseline Road	58740	58800
Cotta Road	58980	59040
Colombo Fort		59100
Narahenpita	59280	59340
Kirulapana	59580	59640
Maharagama	60420	60480
Pannipitiya	60780	60840
Nugegoda	60780	60840
Pangiriwatta	61020	61080
Kottawa	61080	61140
Udhamulla	61200	61260
Malapalle	61320	61380
Nawinna	61440	61500
Homagama Hospital	61620	61680
Homagama	61800	61860
Panagoda	62040	62100
Godagama	62280	62340
Meegoda	62580	62640
Wataraka	62820	62880
Padukka	63240	63300
Arukkuwatte	63480	63540
Angampitiya	63660	63720
Uggalla	63840	63900
Pinnawala	64020	64080
Morakele	64440	64500
Waga	64740	64800
Kadugoda	65040	65100
Arapathgama	65340	65400
Gammana	65460	65520
Kosgama	65580	65640
Miriswatta	65700	65760
Puwakpitiya	66480	66540
Avissawella	66600	
