station_name	time_arrive	time_depart
Aluthgama		15000
Bentota	15180	15240
Induruwa	15480	15540
Mha Induruwa	15780	15840
Kosgoda	16080	16140
Piyagama	16320	16380
Ahungalle	16500	16800
Patagamgoda	16920	16980
Balapitiya	17100	17160
Andadola	17280	17340
Kandegoda	17460	17520
Ambalangoda		18900
Madampagama	19080	19140
Akurala	19320	19380
Kahawa	19500	20640
Telwatte	20820	20880
Seenigama	21000	21060
Hikkaduwa	21240	21720
Thiranagama	21840	21900
Kumarakanda	22020	22080
Dodanduwa	22200	22620
Rathgama	22560	22620
Ginthota	22680	22740
Boossa	22800	22860
Piyadigama	23220	23280
Richmond Hill	23400	23460
Galle	24000	
