station_name	time_arrive	time_depart
Wijayarajadahana	67080	67140
Wilwatte	67800	67860
Botale	68040	68100
Ambeypussa	68280	68340
Yattalgoda	68640	68700
Buthgamuwa	68940	69000
Colombo Fort		60120
Dematagoda	60720	60780
Maradana	60900	60960
Hunupitiya	61320	61380
Kelaniya	61560	61620
Wanawasala	61800	61860
Enderamulla	62280	62340
Horape	62580	62640
Ragama	62820	63300
Walpola	63540	63600
Veyangoda	63600	63660
Batuwatte	63720	63780
Bulugahagoda	63900	63960
Ganemulla	64080	64140
Pallewala	64320	64380
Ganegoda	64560	64620
Gampaha	64620	64680
Mirigama	64920	65220
Daraluwa	64920	64980
Heendeniya	65700	65760
Wandurawa	66120	66180
Keenawala	66360	66420
Alawwa	66660	66720
Polgahawela	67080	
