station_name	time_arrive	time_depart
Bentota	20700	20760
Galle		15300
Richmond Hill	15540	15600
Piyadigama	15720	15780
Ginthota	15900	15960
Boossa	16140	16200
Rathgama	16380	16440
Dodanduwa	16560	16620
Kumarakanda	16800	16860
Thiranagama	16980	17040
Hikkaduwa	17220	17280
Seenigama	17460	17520
Telwatte	17640	17700
Kahawa	17880	17940
Akurala	18060	18120
Madampagama	18300	18360
Ambalangoda	18540	18600
Kandegoda	18720	18780
Andadola	18900	18960
Balapitiya	19080	19140
Patagamgoda	19320	19380
Ahungalle	19500	19560
Piyagama	19680	19740
Kosgoda	19860	19920
Mha Induruwa	20160	20220
Induruwa	20400	20460
Aluthgama	20460	
