station_name	time_arrive	time_depart
Maradana		62700
Colombo Fort	62940	63000
Secretartat Halt	63120	63180
Kompannavediya	63300	63360
Kollupitiya	63480	63540
Bambalapitiya	63720	63780
Ratmalana	64380	64440
Kalutara South	66000	66060
Aluthgama	67140	67200
Bentota	67320	67380
Induruwa	67680	67740
Mha Induruwa	67920	67980
Kosgoda	68160	68220
Piyagama	68340	68400
Ahungalle	68520	68580
Patagamgoda	68700	68760
Balapitiya	68940	69000
Andadola	69120	69180
Kandegoda	69300	69360
Ambalangoda	69480	69540
Madampagama	69660	69720
Akurala	69840	69900
Kahawa	70020	70080
Telwatte	70200	70260
Seenigama	70380	70440
Hikkaduwa	70560	70620
Thiranagama	70740	70800
Kumarakanda	70920	70980
Dodanduwa	71100	71160
Rathgama	71340	71400
Piyadigama	71520	71580
Boossa	71580	71640
Ginthota	71880	71940
Richmond Hill	72180	72240
Galle	72600	
